timestamp,speed,volume,hour,day_of_week
2012-10-11 05:00:00,42.3,27.9,5,3
2012-10-11 06:00:00,13.5,58.1,6,3
2012-10-11 07:00:00,10.0,68.0,7,3
2012-10-11 08:00:00,10.0,63.0,8,3
2012-10-11 09:00:00,20.7,52.9,9,3
2012-10-11 10:00:00,25.0,46.4,10,3
2012-10-11 14:00:00,16.9,55.6,14,3
2012-10-11 15:00:00,10.4,58.2,15,3
2012-10-11 16:00:00,10.0,62.7,16,3
2012-10-11 17:00:00,10.9,59.4,17,3
2012-10-11 18:00:00,20.1,49.5,18,3
2012-10-11 19:00:00,34.5,35.1,19,3
2012-10-11 20:00:00,40.0,30.4,20,3
2012-10-11 21:00:00,45.3,26.8,21,3
2012-10-11 22:00:00,47.7,20.9,22,3
2012-10-11 23:00:00,57.6,12.8,23,3
2012-10-12 00:00:00,63.1,6.3,0,4
2012-10-12 01:00:00,65.5,4.1,1,4
2012-10-12 02:00:00,68.3,3.3,2,4
2012-10-12 03:00:00,67.2,3.7,3,4
2012-10-12 04:00:00,64.8,7.4,4,4
2012-10-12 05:00:00,44.9,25.6,5,4
2012-10-12 06:00:00,14.6,55.9,6,4
2012-10-12 07:00:00,10.0,69.9,7,4
2012-10-12 08:00:00,13.4,58.6,8,4
2012-10-12 09:00:00,19.4,52.3,9,4
2012-10-12 10:00:00,21.1,48.6,10,4
2012-10-12 11:00:00,20.1,51.5,11,4
2012-10-12 12:00:00,16.6,55.3,12,4
2012-10-12 13:00:00,21.4,53.8,13,4
2012-10-12 14:00:00,16.8,57.6,14,4
2012-10-12 15:00:00,11.5,58.9,15,4
2012-10-12 16:00:00,10.7,60.6,16,4
2012-10-12 17:00:00,10.0,60.3,17,4
2012-10-12 18:00:00,18.0,52.6,18,4
2012-10-12 23:00:00,52.0,19.0,23,4
2012-10-13 00:00:00,58.8,13.4,0,5
2012-10-13 01:00:00,61.4,7.7,1,5
2012-10-13 02:00:00,63.5,5.7,2,5
2012-10-13 03:00:00,62.8,4.1,3,5
2012-10-13 04:00:00,65.9,4.0,4,5
2012-10-13 05:00:00,61.2,7.4,5,5
2012-10-13 06:00:00,55.4,14.2,6,5
2012-10-13 07:00:00,47.1,22.2,7,5
2012-10-13 08:00:00,36.0,34.8,8,5
2012-10-13 09:00:00,23.2,45.5,9,5
2012-10-13 10:00:00,23.3,45.8,10,5
2012-10-13 11:00:00,30.0,44.4,11,5
2012-10-13 12:00:00,23.1,46.2,12,5
2012-10-13 13:00:00,25.2,44.4,13,5
2012-10-13 14:00:00,29.1,45.0,14,5
2012-10-13 15:00:00,30.8,44.8,15,5
2012-10-13 16:00:00,23.6,45.9,16,5
2012-10-13 17:00:00,25.9,44.8,17,5
2012-10-13 18:00:00,29.5,42.2,18,5
2012-10-13 19:00:00,36.9,36.7,19,5
2012-10-13 20:00:00,39.2,30.2,20,5
2012-10-13 21:00:00,42.7,27.7,21,5
2012-10-13 22:00:00,43.2,28.8,22,5
2012-10-13 23:00:00,51.9,19.3,23,5
2012-10-14 00:00:00,56.7,13.1,0,6
2012-10-14 01:00:00,61.3,8.7,1,6
2012-10-14 02:00:00,61.6,6.5,2,6
2012-10-14 03:00:00,66.1,3.6,3,6
2012-10-14 04:00:00,67.1,2.6,4,6
2012-10-14 05:00:00,65.4,5.0,5,6
2012-10-14 06:00:00,60.8,8.6,6,6
2012-10-14 07:00:00,59.7,11.3,7,6
2012-10-14 08:00:00,54.0,18.0,8,6
2012-10-14 09:00:00,44.1,26.8,9,6
2012-10-14 10:00:00,37.8,33.7,10,6
2012-10-14 11:00:00,34.5,36.6,11,6
2012-10-14 12:00:00,30.4,40.8,12,6
2012-10-14 13:00:00,28.8,41.3,13,6
2012-10-14 14:00:00,28.1,43.6,14,6
2012-10-14 15:00:00,27.6,43.4,15,6
2012-10-14 16:00:00,32.0,42.3,16,6
2012-10-14 17:00:00,30.8,42.7,17,6
2012-10-14 18:00:00,30.9,40.8,18,6
2012-10-14 19:00:00,35.3,34.5,19,6
2012-10-14 20:00:00,41.9,27.2,20,6
2012-10-14 21:00:00,48.1,24.4,21,6
2012-10-14 22:00:00,52.7,18.2,22,6
2012-10-14 23:00:00,61.0,10.0,23,6
2012-10-15 00:00:00,62.1,5.4,0,0
2012-10-15 01:00:00,68.4,3.0,1,0
2012-10-15 02:00:00,68.4,2.4,2,0
2012-10-15 03:00:00,65.1,3.4,3,0
2012-10-15 04:00:00,61.4,8.1,4,0
2012-10-15 05:00:00,45.1,26.1,5,0
2012-10-15 06:00:00,14.5,57.1,6,0
2012-10-15 07:00:00,10.0,68.0,7,0
2012-10-15 08:00:00,10.4,61.1,8,0
2012-10-15 09:00:00,20.1,50.9,9,0
2012-10-15 10:00:00,26.7,44.7,10,0
2012-10-15 11:00:00,28.2,45.3,11,0
2012-10-15 12:00:00,19.3,48.2,12,0
2012-10-15 13:00:00,22.3,48.7,13,0
2012-10-15 14:00:00,19.3,52.4,14,0
2012-10-15 15:00:00,16.2,55.8,15,0
2012-10-15 16:00:00,10.0,62.5,16,0
2012-10-15 17:00:00,10.0,59.6,17,0
2012-10-15 18:00:00,26.4,45.4,18,0
2012-10-15 19:00:00,41.1,32.3,19,0
2012-10-15 20:00:00,41.7,26.8,20,0
2012-10-15 21:00:00,51.1,20.8,21,0
2012-10-15 22:00:00,56.1,13.8,22,0
2012-10-15 23:00:00,60.9,9.3,23,0
2012-10-16 00:00:00,63.6,5.0,0,1
2012-10-16 01:00:00,66.3,3.2,1,1
2012-10-16 02:00:00,69.5,2.6,2,1
2012-10-16 03:00:00,67.4,3.5,3,1
2012-10-16 04:00:00,65.1,7.7,4,1
2012-10-16 05:00:00,44.8,27.7,5,1
2012-10-16 06:00:00,14.4,57.9,6,1
2012-10-16 07:00:00,10.0,70.6,7,1
2012-10-16 08:00:00,10.0,64.1,8,1
2012-10-16 09:00:00,20.2,52.5,9,1
2012-10-16 10:00:00,25.3,45.5,10,1
2012-10-16 11:00:00,23.6,47.8,11,1
2012-10-16 12:00:00,20.2,50.2,12,1
2012-10-16 13:00:00,22.3,50.6,13,1
2012-10-16 14:00:00,15.4,54.3,14,1
2012-10-16 15:00:00,14.7,58.1,15,1
2012-10-16 16:00:00,10.0,65.0,16,1
2012-10-16 17:00:00,10.0,64.3,17,1
2012-10-16 18:00:00,21.1,51.4,18,1
2012-10-16 19:00:00,40.5,33.1,19,1
2012-10-16 20:00:00,44.1,27.8,20,1
2012-10-16 21:00:00,45.0,23.3,21,1
2012-10-16 22:00:00,52.7,17.7,22,1
2012-10-16 23:00:00,57.6,10.9,23,1
2012-10-17 00:00:00,63.8,5.5,0,2
2012-10-17 01:00:00,69.0,3.3,1,2
2012-10-17 02:00:00,68.4,2.7,2,2
2012-10-17 03:00:00,65.5,3.6,3,2
2012-10-17 04:00:00,60.9,7.8,4,2
2012-10-17 05:00:00,43.5,27.3,5,2
2012-10-17 06:00:00,13.4,56.4,6,2
2012-10-17 07:00:00,14.9,55.6,7,2
2012-10-17 08:00:00,10.0,62.7,8,2
2012-10-17 09:00:00,19.2,54.0,9,2
2012-10-17 10:00:00,25.4,46.8,10,2
2012-10-17 11:00:00,21.4,46.4,11,2
2012-10-17 12:00:00,22.0,49.8,12,2
2012-10-17 13:00:00,22.9,48.5,13,2
2012-10-17 14:00:00,28.9,42.9,14,2
2012-10-17 15:00:00,26.6,47.1,15,2
2012-10-17 16:00:00,10.0,67.2,16,2
2012-10-17 17:00:00,10.0,61.8,17,2
2012-10-17 18:00:00,23.8,48.4,18,2
2012-10-17 19:00:00,34.2,34.4,19,2
2012-10-17 20:00:00,43.8,29.2,20,2
2012-10-17 21:00:00,43.7,27.6,21,2
2012-10-17 22:00:00,52.5,19.3,22,2
2012-10-17 23:00:00,57.9,11.6,23,2
2012-10-18 00:00:00,64.9,6.5,0,3
2012-10-18 01:00:00,68.0,3.7,1,3
2012-10-18 02:00:00,67.4,3.0,2,3
2012-10-18 03:00:00,66.5,4.0,3,3
2012-10-18 04:00:00,62.7,7.9,4,3
2012-10-18 05:00:00,43.8,25.6,5,3
2012-10-18 06:00:00,17.7,53.6,6,3
2012-10-18 07:00:00,10.0,64.4,7,3
2012-10-18 08:00:00,16.8,55.4,8,3
2012-10-18 09:00:00,20.4,52.6,9,3
2012-10-18 10:00:00,23.5,46.2,10,3
2012-10-18 11:00:00,20.2,51.1,11,3
2012-10-18 12:00:00,22.2,51.5,12,3
2012-10-18 13:00:00,17.5,52.8,13,3
2012-10-18 14:00:00,13.3,57.0,14,3
2012-10-18 15:00:00,13.1,58.9,15,3
2012-10-18 16:00:00,10.0,63.1,16,3
2012-10-18 17:00:00,12.1,59.5,17,3
2012-10-18 18:00:00,28.1,45.2,18,3
2012-10-18 19:00:00,38.0,34.3,19,3
2012-10-18 20:00:00,42.9,29.2,20,3
2012-10-18 21:00:00,45.1,26.5,21,3
2012-10-18 22:00:00,54.0,20.0,22,3
2012-10-18 23:00:00,58.2,11.8,23,3
2012-10-19 00:00:00,60.2,7.0,0,4
2012-10-19 01:00:00,68.2,4.4,1,4
2012-10-19 02:00:00,65.9,3.5,2,4
2012-10-19 03:00:00,66.3,4.0,3,4
2012-10-19 04:00:00,65.0,7.2,4,4
2012-10-19 05:00:00,44.6,23.7,5,4
2012-10-19 06:00:00,17.9,51.6,6,4
2012-10-19 07:00:00,11.4,57.8,7,4
2012-10-19 08:00:00,17.9,52.4,8,4
2012-10-19 09:00:00,25.9,46.1,9,4
2012-10-19 10:00:00,28.7,43.3,10,4
2012-10-19 11:00:00,28.8,42.8,11,4
2012-10-19 12:00:00,24.2,44.9,12,4
2012-10-19 13:00:00,18.8,49.1,13,4
2012-10-19 14:00:00,15.4,56.2,14,4
2012-10-19 15:00:00,12.4,58.5,15,4
2012-10-19 16:00:00,22.6,49.4,16,4
2012-10-19 17:00:00,26.1,46.2,17,4
2012-10-19 18:00:00,26.7,44.8,18,4
2012-10-19 19:00:00,34.2,38.0,19,4
2012-10-19 20:00:00,42.1,29.1,20,4
2012-10-19 21:00:00,42.2,29.4,21,4
2012-10-19 22:00:00,39.0,30.8,22,4
2012-10-19 23:00:00,49.8,20.5,23,4
2012-10-20 00:00:00,57.9,12.7,0,5
2012-10-20 01:00:00,63.7,7.7,1,5
2012-10-20 02:00:00,63.7,5.9,2,5
2012-10-20 03:00:00,66.6,4.3,3,5
2012-10-20 04:00:00,65.7,4.0,4,5
2012-10-20 05:00:00,62.4,7.6,5,5
2012-10-20 06:00:00,58.5,13.1,6,5
2012-10-20 07:00:00,49.3,18.2,7,5
2012-10-20 08:00:00,41.0,27.9,8,5
2012-10-20 09:00:00,31.7,37.1,9,5
2012-10-20 10:00:00,29.4,38.2,10,5
2012-10-20 11:00:00,26.8,43.4,11,5
2012-10-20 12:00:00,26.3,46.1,12,5
2012-10-20 13:00:00,25.8,45.1,13,5
2012-10-20 14:00:00,27.0,44.5,14,5
2012-10-20 15:00:00,26.6,46.4,15,5
2012-10-20 16:00:00,25.2,48.1,16,5
2012-10-20 17:00:00,20.1,51.2,17,5
2012-10-20 18:00:00,29.9,43.4,18,5
2012-10-20 19:00:00,34.7,36.4,19,5
2012-10-20 20:00:00,38.5,31.1,20,5
2012-10-20 21:00:00,40.6,29.3,21,5
2012-10-20 22:00:00,39.9,28.6,22,5
2012-10-20 23:00:00,45.9,23.4,23,5
2012-10-21 00:00:00,56.1,13.7,0,6
2012-10-21 08:00:00,52.5,19.3,8,6
2012-10-21 17:00:00,26.9,47.0,17,6
2012-10-21 18:00:00,25.8,43.4,18,6
2012-10-21 22:00:00,55.2,15.8,22,6
2012-10-21 23:00:00,59.1,9.6,23,6
2012-10-22 00:00:00,65.9,5.0,0,0
2012-10-22 01:00:00,66.8,3.1,1,0
2012-10-22 02:00:00,64.7,2.6,2,0
2012-10-22 03:00:00,68.2,3.2,3,0
2012-10-22 04:00:00,61.3,8.1,4,0
2012-10-22 05:00:00,43.7,26.2,5,0
2012-10-22 06:00:00,15.4,54.6,6,0
2012-10-22 10:00:00,27.0,43.2,10,0
2012-10-22 11:00:00,28.1,43.8,11,0
2012-10-22 12:00:00,24.6,46.4,12,0
2012-10-22 13:00:00,26.3,45.5,13,0
2012-10-22 14:00:00,21.9,50.1,14,0
2012-10-22 15:00:00,19.9,53.6,15,0
2012-10-22 16:00:00,10.2,61.0,16,0
2012-10-22 17:00:00,11.6,57.8,17,0
2012-10-22 18:00:00,30.1,42.7,18,0
2012-10-22 19:00:00,39.5,30.9,19,0
2012-10-22 20:00:00,48.0,24.3,20,0
2012-10-22 21:00:00,51.3,19.8,21,0
2012-10-22 22:00:00,56.4,13.8,22,0
2012-10-22 23:00:00,61.2,9.6,23,0
2012-10-23 00:00:00,68.0,5.1,0,1
2012-10-23 01:00:00,69.8,3.5,1,1
2012-10-23 02:00:00,67.6,2.5,2,1
2012-10-23 03:00:00,66.8,3.5,3,1
2012-10-23 04:00:00,63.8,8.1,4,1
2012-10-23 05:00:00,42.8,26.7,5,1
2012-10-23 06:00:00,19.8,52.1,6,1
2012-10-23 07:00:00,10.8,60.8,7,1
2012-10-23 08:00:00,14.2,57.9,8,1
2012-10-23 09:00:00,15.4,54.8,9,1
2012-10-23 10:00:00,24.8,44.1,10,1
2012-10-23 11:00:00,21.0,47.2,11,1
2012-10-23 12:00:00,21.4,48.3,12,1
2012-10-23 13:00:00,21.2,49.4,13,1
2012-10-23 14:00:00,20.3,50.6,14,1
2012-10-23 15:00:00,18.3,56.2,15,1
2012-10-23 16:00:00,12.4,60.9,16,1
2012-10-23 17:00:00,11.7,58.4,17,1
2012-10-23 18:00:00,25.3,46.5,18,1
2012-10-23 19:00:00,38.5,31.8,19,1
2012-10-23 20:00:00,40.8,29.6,20,1
2012-10-23 21:00:00,46.5,24.5,21,1
2012-10-23 22:00:00,55.2,16.1,22,1
2012-10-23 23:00:00,59.6,10.2,23,1
2012-10-24 00:00:00,66.0,5.8,0,2
2012-10-24 01:00:00,65.4,3.0,1,2
2012-10-24 02:00:00,67.5,2.6,2,2
2012-10-24 03:00:00,69.9,4.1,3,2
2012-10-24 04:00:00,62.6,7.9,4,2
2012-10-24 05:00:00,46.5,26.4,5,2
2012-10-24 06:00:00,15.8,55.9,6,2
2012-10-24 07:00:00,15.2,57.2,7,2
2012-10-24 08:00:00,15.4,56.1,8,2
2012-10-24 09:00:00,16.3,54.9,9,2
2012-10-24 10:00:00,24.7,45.4,10,2
2012-10-24 11:00:00,24.8,47.2,11,2
2012-10-24 12:00:00,20.3,49.8,12,2
2012-10-24 13:00:00,22.1,50.3,13,2
2012-10-24 14:00:00,21.0,52.1,14,2
2012-10-24 15:00:00,15.5,56.6,15,2
2012-10-24 16:00:00,13.1,58.1,16,2
2012-10-24 17:00:00,13.8,58.6,17,2
2012-10-24 18:00:00,26.6,44.2,18,2
2012-10-24 19:00:00,41.1,31.2,19,2
2012-10-24 20:00:00,39.3,28.8,20,2
2012-10-24 21:00:00,45.2,25.0,21,2
2012-10-24 22:00:00,50.5,17.0,22,2
2012-10-24 23:00:00,57.8,10.3,23,2
2012-10-25 00:00:00,66.4,5.8,0,3
2012-10-25 01:00:00,67.9,3.5,1,3
2012-10-25 02:00:00,66.3,2.7,2,3
2012-10-25 03:00:00,64.1,3.7,3,3
2012-10-25 04:00:00,57.7,8.1,4,3
2012-10-25 05:00:00,43.5,26.4,5,3
2012-10-25 06:00:00,25.4,49.6,6,3
2012-10-25 07:00:00,12.0,60.4,7,3
2012-10-25 08:00:00,17.5,53.1,8,3
2012-10-25 10:00:00,27.6,44.4,10,3
2012-10-25 11:00:00,21.7,47.2,11,3
2012-10-25 12:00:00,22.1,48.8,12,3
2012-10-25 13:00:00,20.9,50.6,13,3
2012-10-25 14:00:00,16.9,54.5,14,3
2012-10-25 15:00:00,13.9,58.9,15,3
2012-10-25 16:00:00,10.0,64.7,16,3
2012-10-25 17:00:00,10.0,64.9,17,3
2012-10-25 18:00:00,16.9,53.5,18,3
2012-10-25 19:00:00,37.3,35.0,19,3
2012-10-25 20:00:00,44.7,28.6,20,3
2012-10-25 21:00:00,43.4,25.9,21,3
2012-10-25 22:00:00,49.4,19.8,22,3
2012-10-25 23:00:00,59.5,12.8,23,3
2012-10-26 00:00:00,63.2,6.6,0,4
2012-10-26 01:00:00,67.9,4.3,1,4
2012-10-26 02:00:00,66.2,3.3,2,4
2012-10-26 03:00:00,68.5,3.8,3,4
2012-10-26 04:00:00,63.3,7.0,4,4
2012-10-26 05:00:00,46.8,24.3,5,4
2012-10-26 06:00:00,19.6,54.3,6,4
2012-10-26 07:00:00,10.0,65.0,7,4
2012-10-26 08:00:00,11.7,58.6,8,4
2012-10-26 09:00:00,18.4,52.3,9,4
2012-10-26 10:00:00,25.0,47.0,10,4
2012-10-26 11:00:00,15.7,53.4,11,4
2012-10-26 12:00:00,13.2,59.4,12,4
2012-10-26 13:00:00,12.1,58.7,13,4
2012-10-26 14:00:00,14.6,58.8,14,4
2012-10-26 15:00:00,10.0,60.6,15,4
2012-10-26 16:00:00,10.0,63.5,16,4
2012-10-26 17:00:00,10.0,59.6,17,4
2012-10-26 18:00:00,16.8,53.4,18,4
2012-10-26 19:00:00,30.1,41.4,19,4
2012-10-26 20:00:00,38.1,32.5,20,4
2012-10-26 21:00:00,40.3,30.2,21,4
2012-10-26 22:00:00,42.9,27.6,22,4
2012-10-26 23:00:00,51.9,18.9,23,4
2012-10-27 00:00:00,57.2,11.6,0,5
2012-10-27 01:00:00,63.1,8.2,1,5
2012-10-27 02:00:00,64.8,6.4,2,5
2012-10-27 03:00:00,66.6,4.1,3,5
2012-10-27 04:00:00,66.3,4.7,4,5
2012-10-27 05:00:00,63.4,7.2,5,5
2012-10-27 06:00:00,59.3,14.2,6,5
2012-10-27 07:00:00,48.6,21.9,7,5
2012-10-27 08:00:00,38.6,31.8,8,5
2012-10-27 09:00:00,29.2,40.8,9,5
2012-10-27 10:00:00,24.5,45.2,10,5
